"Timestamp,Voltage (V)"
"2026-05-29 21:55:44.666,2.75"
"2026-05-29 21:55:44.866,4.23"
"2026-05-29 21:55:45.067,4.31"
"2026-05-29 21:55:45.267,3.99"
"2026-05-29 21:55:45.468,2.33"
"2026-05-29 21:55:45.668,2.62"
"2026-05-29 21:55:45.869,2.96"
"2026-05-29 21:55:46.069,3.11"
"2026-05-29 21:55:46.269,2.87"
"2026-05-29 21:55:46.470,2.96"
"2026-05-29 21:55:46.671,2.87"
"2026-05-29 21:55:46.871,2.92"
"2026-05-29 21:55:47.071,3.22"
"2026-05-29 21:55:47.272,4.01"
"2026-05-29 21:55:47.472,3.29"
"2026-05-29 21:55:47.673,3.15"
"2026-05-29 21:55:47.874,2.78"
"2026-05-29 21:55:48.074,3.33"
"2026-05-29 21:55:48.274,3.27"
"2026-05-29 21:55:48.475,3.07"
"2026-05-29 21:55:48.677,3.2"
"2026-05-29 21:55:48.876,3.13"
"2026-05-29 21:55:49.076,3.31"
"2026-05-29 21:55:49.277,1.98"
"2026-05-29 21:55:49.477,3.22"
"2026-05-29 21:55:49.678,3.16"
"2026-05-29 21:55:49.878,3.04"
"2026-05-29 21:55:50.079,3.12"
"2026-05-29 21:55:50.279,2.73"
"2026-05-29 21:55:50.480,3.28"
"2026-05-29 21:55:50.681,2.92"
"2026-05-29 21:55:50.881,3.09"
"2026-05-29 21:55:51.081,2.86"
"2026-05-29 21:55:51.282,3.04"
"2026-05-29 21:55:51.482,3.31"
"2026-05-29 21:55:51.683,3.04"
"2026-05-29 21:55:51.883,4.11"
"2026-05-29 21:55:52.084,3.62"
"2026-05-29 21:55:52.284,3.35"
"2026-05-29 21:55:52.485,2.81"
"2026-05-29 21:55:52.685,3.56"
"2026-05-29 21:55:52.886,3.14"
"2026-05-29 21:55:53.087,2.95"
"2026-05-29 21:55:53.287,3.09"
"2026-05-29 21:55:53.487,2.79"
"2026-05-29 21:55:53.688,2.37"
"2026-05-29 21:55:53.888,4.08"
"2026-05-29 21:55:54.089,4.14"
"2026-05-29 21:55:54.289,2.96"
"2026-05-29 21:55:54.490,1.71"
"2026-05-29 21:55:54.690,3.15"
"2026-05-29 21:55:54.891,3.68"
"2026-05-29 21:55:55.091,6.76"
"2026-05-29 21:55:55.292,2.68"
"2026-05-29 21:55:55.492,3.26"
"2026-05-29 21:55:55.693,4.09"
"2026-05-29 21:55:55.893,5.64"
"2026-05-29 21:55:56.094,2.27"
"2026-05-29 21:55:56.294,3.69"
"2026-05-29 21:55:56.495,4.23"
"2026-05-29 21:55:56.695,2.86"
"2026-05-29 21:55:56.896,3.37"
"2026-05-29 21:55:57.096,3.69"
"2026-05-29 21:55:57.297,2.66"
"2026-05-29 21:55:57.497,3.63"
"2026-05-29 21:55:57.698,4.15"
"2026-05-29 21:55:57.898,4.66"
"2026-05-29 21:55:58.099,2.05"
"2026-05-29 21:55:58.299,3.57"
"2026-05-29 21:55:58.500,4.05"
"2026-05-29 21:55:58.700,2.64"
"2026-05-29 21:55:58.901,3.21"
"2026-05-29 21:55:59.101,3.64"
"2026-05-29 21:55:59.302,3.81"
"2026-05-29 21:55:59.502,2.39"
"2026-05-29 21:55:59.703,3.21"
"2026-05-29 21:55:59.903,3.42"
"2026-05-29 21:56:00.103,3.83"
"2026-05-29 21:56:00.304,1.18"
"2026-05-29 21:56:00.504,2.85"
"2026-05-29 21:56:00.705,3.28"
"2026-05-29 21:56:00.905,3.27"
"2026-05-29 21:56:01.106,2.92"
"2026-05-29 21:56:01.307,3.43"
"2026-05-29 21:56:01.507,3.39"
"2026-05-29 21:56:01.707,1.44"
"2026-05-29 21:56:01.908,3.04"
"2026-05-29 21:56:02.108,2.56"
"2026-05-29 21:56:02.309,2.38"
"2026-05-29 21:56:02.509,2.27"
"2026-05-29 21:56:02.710,3.41"
"2026-05-29 21:56:02.911,3.4"
"2026-05-29 21:56:03.111,2.55"
"2026-05-29 21:56:03.311,1.18"
"2026-05-29 21:56:03.512,2.74"
"2026-05-29 21:56:03.712,4.51"
"2026-05-29 21:56:03.913,2.21"
"2026-05-29 21:56:04.113,1.52"
"2026-05-29 21:56:04.314,4.76"
"2026-05-29 21:56:04.515,3.26"
"2026-05-29 21:56:04.715,2.34"
"2026-05-29 21:56:04.915,0.63"
"2026-05-29 21:56:05.116,3.63"
"2026-05-29 21:56:05.316,5.87"
"2026-05-29 21:56:05.517,2.67"
"2026-05-29 21:56:05.717,0.5"
"2026-05-29 21:56:05.918,3.67"
"2026-05-29 21:56:06.118,6.39"
"2026-05-29 21:56:06.319,2.73"
"2026-05-29 21:56:06.519,2.86"
"2026-05-29 21:56:06.720,3.78"
"2026-05-29 21:56:06.920,3.02"
"2026-05-29 21:56:07.121,2.08"
"2026-05-29 21:56:07.321,3.68"
"2026-05-29 21:56:07.522,3.94"
"2026-05-29 21:56:07.722,2.67"
"2026-05-29 21:56:07.923,2.09"
"2026-05-29 21:56:08.123,4.35"
"2026-05-29 21:56:08.323,3.05"
"2026-05-29 21:56:08.524,2.08"
"2026-05-29 21:56:08.725,4.04"
"2026-05-29 21:56:08.925,5.16"
"2026-05-29 21:56:09.126,2.67"
"2026-05-29 21:56:09.326,0.0"
"2026-05-29 21:56:09.527,4.21"
"2026-05-29 21:56:09.727,8.79"
"2026-05-29 21:56:09.928,2.21"
"2026-05-29 21:56:10.128,2.96"
"2026-05-29 21:56:10.328,4.52"
"2026-05-29 21:56:10.529,2.67"
"2026-05-29 21:56:10.730,0.81"
"2026-05-29 21:56:10.930,4.25"
"2026-05-29 21:56:11.131,3.24"
"2026-05-29 21:56:11.331,2.42"
"2026-05-29 21:56:11.532,4.31"
"2026-05-29 21:56:11.732,7.0"
"2026-05-29 21:56:11.933,2.54"
"2026-05-29 21:56:12.133,0.04"
"2026-05-29 21:56:12.333,5.06"
"2026-05-29 21:56:12.534,2.93"
"2026-05-29 21:56:12.734,0.0"
"2026-05-29 21:56:12.936,3.81"
"2026-05-29 21:56:13.135,7.95"
"2026-05-29 21:56:13.336,2.5"
"2026-05-29 21:56:13.537,3.66"
"2026-05-29 21:56:13.737,5.61"
"2026-05-29 21:56:13.938,3.1"
"2026-05-29 21:56:14.138,1.55"
"2026-05-29 21:56:14.338,3.31"
"2026-05-29 21:56:14.539,5.18"
"2026-05-29 21:56:14.740,2.85"
"2026-05-29 21:56:14.940,0.49"
"2026-05-29 21:56:15.140,3.07"
"2026-05-29 21:56:15.341,3.71"
"2026-05-29 21:56:15.541,2.46"
"2026-05-29 21:56:15.742,0.0"
"2026-05-29 21:56:15.942,3.93"
"2026-05-29 21:56:16.143,6.51"
"2026-05-29 21:56:16.343,2.36"
"2026-05-29 21:56:16.544,2.0"
"2026-05-29 21:56:16.744,3.91"
"2026-05-29 21:56:16.945,2.79"
"2026-05-29 21:56:17.145,2.0"
"2026-05-29 21:56:17.346,3.81"
"2026-05-29 21:56:17.546,6.97"
"2026-05-29 21:56:17.747,2.41"
"2026-05-29 21:56:17.948,0.42"
"2026-05-29 21:56:18.148,4.55"
"2026-05-29 21:56:18.348,2.71"
"2026-05-29 21:56:18.549,1.25"
"2026-05-29 21:56:18.749,4.51"
"2026-05-29 21:56:18.950,3.2"
"2026-05-29 21:56:19.150,2.7"
"2026-05-29 21:56:19.351,3.15"
"2026-05-29 21:56:19.551,6.14"
"2026-05-29 21:56:19.752,2.72"
"2026-05-29 21:56:19.952,1.37"
"2026-05-29 21:56:20.153,3.26"
"2026-05-29 21:56:20.353,3.78"
"2026-05-29 21:56:20.554,2.66"
"2026-05-29 21:56:20.754,3.21"
"2026-05-29 21:56:20.955,5.21"
"2026-05-29 21:56:21.155,3.11"
"2026-05-29 21:56:21.356,1.25"
"2026-05-29 21:56:21.556,2.96"
"2026-05-29 21:56:21.756,6.3"
"2026-05-29 21:56:21.957,2.67"
"2026-05-29 21:56:22.158,1.53"
"2026-05-29 21:56:22.358,2.85"
"2026-05-29 21:56:22.559,6.48"
"2026-05-29 21:56:22.759,9.76"
"2026-05-29 21:56:22.960,5.69"
"2026-05-29 21:56:23.160,3.75"
"2026-05-29 21:56:23.361,3.46"
"2026-05-29 21:56:23.561,1.77"
"2026-05-29 21:56:23.762,3.0"
"2026-05-29 21:56:23.962,0.0"
"2026-05-29 21:56:24.162,4.05"
"2026-05-29 21:56:24.363,3.47"
"2026-05-29 21:56:24.563,3.32"
"2026-05-29 21:56:24.764,3.05"
"2026-05-29 21:56:24.965,2.92"
"2026-05-29 21:56:25.165,3.03"
"2026-05-29 21:56:25.365,2.93"
"2026-05-29 21:56:25.566,3.29"
"2026-05-29 21:56:25.767,3.21"
"2026-05-29 21:56:25.967,2.73"
"2026-05-29 21:56:26.168,2.88"
"2026-05-29 21:56:26.368,2.68"
"2026-05-29 21:56:26.569,2.62"
"2026-05-29 21:56:26.769,2.58"
"2026-05-29 21:56:26.969,2.93"
"2026-05-29 21:56:27.170,2.69"
"2026-05-29 21:56:27.370,2.48"
"2026-05-29 21:56:27.571,2.4"
"2026-05-29 21:56:27.771,3.13"
"2026-05-29 21:56:27.972,3.6"
"2026-05-29 21:56:28.173,3.4"
"2026-05-29 21:56:28.373,3.42"
"2026-05-29 21:56:28.573,3.47"
"2026-05-29 21:56:28.773,3.47"
"2026-05-29 21:56:28.974,3.49"
"2026-05-29 21:56:29.175,3.21"
"2026-05-29 21:56:29.375,3.47"
"2026-05-29 21:56:29.576,3.27"
"2026-05-29 21:56:29.776,3.3"
"2026-05-29 21:56:29.977,2.46"
"2026-05-29 21:56:30.177,4.24"
"2026-05-29 21:56:30.378,8.08"
"2026-05-29 21:56:30.578,7.06"
"2026-05-29 21:56:30.779,7.03"
"2026-05-29 21:56:30.979,3.28"
"2026-05-29 21:56:31.180,7.47"
"2026-05-29 21:56:31.380,7.33"
"2026-05-29 21:56:31.581,7.09"
"2026-05-29 21:56:31.781,7.0"
"2026-05-29 21:56:31.981,7.05"
"2026-05-29 21:56:32.182,7.03"
"2026-05-29 21:56:32.383,6.88"
"2026-05-29 21:56:32.583,6.76"
"2026-05-29 21:56:32.784,6.61"
"2026-05-29 21:56:32.984,6.47"
"2026-05-29 21:56:33.185,6.67"
"2026-05-29 21:56:33.385,6.54"
"2026-05-29 21:56:33.585,6.52"
"2026-05-29 21:56:33.786,6.59"
"2026-05-29 21:56:33.987,6.56"
"2026-05-29 21:56:34.187,6.59"
"2026-05-29 21:56:34.387,6.61"
"2026-05-29 21:56:34.588,6.63"
"2026-05-29 21:56:34.788,6.67"
"2026-05-29 21:56:34.989,6.62"
"2026-05-29 21:56:35.190,6.61"
"2026-05-29 21:56:35.390,6.7"
"2026-05-29 21:56:35.590,6.81"
"2026-05-29 21:56:35.792,6.67"
"2026-05-29 21:56:35.991,6.7"
"2026-05-29 21:56:36.192,6.58"
"2026-05-29 21:56:36.393,6.52"
"2026-05-29 21:56:36.593,6.43"
"2026-05-29 21:56:36.793,6.44"
"2026-05-29 21:56:36.994,6.33"
"2026-05-29 21:56:37.194,6.25"
"2026-05-29 21:56:37.395,6.11"
"2026-05-29 21:56:37.596,6.09"
"2026-05-29 21:56:37.796,6.0"
"2026-05-29 21:56:37.996,5.92"
"2026-05-29 21:56:38.197,5.76"
"2026-05-29 21:56:38.397,5.72"
"2026-05-29 21:56:38.598,5.55"
"2026-05-29 21:56:38.799,5.63"
"2026-05-29 21:56:38.999,5.74"
"2026-05-29 21:56:39.199,5.46"
"2026-05-29 21:56:39.400,3.6"
"2026-05-29 21:56:39.600,5.58"
"2026-05-29 21:56:39.801,5.94"
"2026-05-29 21:56:40.001,5.81"
"2026-05-29 21:56:40.202,5.8"
"2026-05-29 21:56:40.402,5.85"
"2026-05-29 21:56:40.603,5.84"
"2026-05-29 21:56:40.804,5.85"
"2026-05-29 21:56:41.004,5.94"
"2026-05-29 21:56:41.204,5.93"
"2026-05-29 21:56:41.405,5.91"
"2026-05-29 21:56:41.606,6.08"
"2026-05-29 21:56:41.806,5.94"
"2026-05-29 21:56:42.006,5.92"
"2026-05-29 21:56:42.207,5.9"
"2026-05-29 21:56:42.407,5.76"
"2026-05-29 21:56:42.608,5.94"
"2026-05-29 21:56:42.808,5.8"
"2026-05-29 21:56:43.009,5.57"
"2026-05-29 21:56:43.209,5.22"
"2026-05-29 21:56:43.410,5.12"
"2026-05-29 21:56:43.610,5.25"
"2026-05-29 21:56:43.811,5.45"
"2026-05-29 21:56:44.011,5.46"
"2026-05-29 21:56:44.212,5.39"
"2026-05-29 21:56:44.412,5.14"
"2026-05-29 21:56:44.613,5.01"
"2026-05-29 21:56:44.813,5.22"
"2026-05-29 21:56:45.013,5.23"
"2026-05-29 21:56:45.215,4.79"
"2026-05-29 21:56:45.415,4.13"
"2026-05-29 21:56:45.615,5.15"
"2026-05-29 21:56:45.816,5.43"
"2026-05-29 21:56:46.016,5.14"
"2026-05-29 21:56:46.216,5.1"
"2026-05-29 21:56:46.417,5.14"
"2026-05-29 21:56:46.617,5.45"
"2026-05-29 21:56:46.818,5.39"
"2026-05-29 21:56:47.019,5.25"
"2026-05-29 21:56:47.219,3.03"
"2026-05-29 21:56:47.420,3.26"
"2026-05-29 21:56:47.620,5.49"
"2026-05-29 21:56:47.821,5.65"
"2026-05-29 21:56:48.021,5.59"
"2026-05-29 21:56:48.222,5.51"
"2026-05-29 21:56:48.422,5.45"
"2026-05-29 21:56:48.623,5.34"
"2026-05-29 21:56:48.823,5.29"
"2026-05-29 21:56:49.024,5.29"
"2026-05-29 21:56:49.224,5.07"
"2026-05-29 21:56:49.424,5.25"
"2026-05-29 21:56:49.625,5.34"
"2026-05-29 21:56:49.825,5.32"
"2026-05-29 21:56:50.026,5.28"
"2026-05-29 21:56:50.227,5.2"
"2026-05-29 21:56:50.427,5.11"
"2026-05-29 21:56:50.627,5.11"
"2026-05-29 21:56:50.828,5.03"
"2026-05-29 21:56:51.028,5.12"
"2026-05-29 21:56:51.229,5.15"
"2026-05-29 21:56:51.430,5.06"
"2026-05-29 21:56:51.630,5.16"
"2026-05-29 21:56:51.831,5.23"
"2026-05-29 21:56:52.031,5.3"
"2026-05-29 21:56:52.232,5.42"
"2026-05-29 21:56:52.432,5.48"
"2026-05-29 21:56:52.632,5.51"
"2026-05-29 21:56:52.833,5.43"
"2026-05-29 21:56:53.033,5.61"
"2026-05-29 21:56:53.234,5.01"
"2026-05-29 21:56:53.434,5.6"
"2026-05-29 21:56:53.635,5.65"
"2026-05-29 21:56:53.835,5.48"
"2026-05-29 21:56:54.036,5.54"
"2026-05-29 21:56:54.236,5.43"
"2026-05-29 21:56:54.437,5.5"
"2026-05-29 21:56:54.637,5.57"
"2026-05-29 21:56:54.837,5.37"
"2026-05-29 21:56:55.038,5.4"
"2026-05-29 21:56:55.238,5.34"
"2026-05-29 21:56:55.439,4.99"
"2026-05-29 21:56:55.639,5.01"
"2026-05-29 21:56:55.840,5.08"
"2026-05-29 21:56:56.040,4.96"
"2026-05-29 21:56:56.240,5.04"
"2026-05-29 21:56:56.441,4.89"
"2026-05-29 21:56:56.642,4.95"
"2026-05-29 21:56:56.842,4.79"
"2026-05-29 21:56:57.042,4.54"
"2026-05-29 21:56:57.242,3.64"
"2026-05-29 21:56:57.443,4.36"
"2026-05-29 21:56:57.643,4.96"
"2026-05-29 21:56:57.844,0.89"
"2026-05-29 21:56:58.044,3.82"
"2026-05-29 21:56:58.245,4.57"
"2026-05-29 21:56:58.446,5.12"
"2026-05-29 21:56:58.646,4.99"
"2026-05-29 21:56:58.846,3.77"
"2026-05-29 21:56:59.047,5.06"
"2026-05-29 21:56:59.247,5.01"
"2026-05-29 21:56:59.448,5.05"
"2026-05-29 21:56:59.648,4.24"
"2026-05-29 21:56:59.849,5.12"
"2026-05-29 21:57:00.049,5.26"
"2026-05-29 21:57:00.249,4.61"
"2026-05-29 21:57:00.450,4.29"
"2026-05-29 21:57:00.650,4.42"
"2026-05-29 21:57:00.851,4.59"
"2026-05-29 21:57:01.051,4.5"
"2026-05-29 21:57:01.252,3.22"
"2026-05-29 21:57:01.452,0.25"
"2026-05-29 21:57:01.653,4.4"
"2026-05-29 21:57:01.853,3.26"
"2026-05-29 21:57:02.053,5.15"
"2026-05-29 21:57:02.254,5.19"
"2026-05-29 21:57:02.454,4.69"
"2026-05-29 21:57:02.655,5.17"
"2026-05-29 21:57:02.855,5.14"
"2026-05-29 21:57:03.056,4.57"
"2026-05-29 21:57:03.256,4.78"
"2026-05-29 21:57:03.457,5.24"
"2026-05-29 21:57:03.657,5.36"
"2026-05-29 21:57:03.858,5.16"
"2026-05-29 21:57:04.058,3.7"
"2026-05-29 21:57:04.258,4.62"
"2026-05-29 21:57:04.459,3.63"
"2026-05-29 21:57:04.659,5.28"
"2026-05-29 21:57:04.860,5.5"
"2026-05-29 21:57:05.060,5.53"
"2026-05-29 21:57:05.261,5.59"
"2026-05-29 21:57:05.461,5.44"
"2026-05-29 21:57:05.662,5.45"
"2026-05-29 21:57:05.862,4.67"
"2026-05-29 21:57:06.062,4.95"
"2026-05-29 21:57:06.263,5.01"
"2026-05-29 21:57:06.463,4.81"
"2026-05-29 21:57:06.664,1.99"
"2026-05-29 21:57:06.864,4.47"
"2026-05-29 21:57:07.064,4.38"
"2026-05-29 21:57:07.265,4.15"
"2026-05-29 21:57:07.465,4.99"
"2026-05-29 21:57:07.666,4.83"
"2026-05-29 21:57:07.867,4.79"
"2026-05-29 21:57:08.067,4.61"
"2026-05-29 21:57:08.267,3.62"
"2026-05-29 21:57:08.468,3.98"
"2026-05-29 21:57:08.668,3.94"
"2026-05-29 21:57:08.868,0.0"
"2026-05-29 21:57:09.069,4.26"
"2026-05-29 21:57:09.269,4.3"
"2026-05-29 21:57:09.470,4.08"
"2026-05-29 21:57:09.670,3.3"
"2026-05-29 21:57:09.871,0.0"
"2026-05-29 21:57:10.071,3.4"
"2026-05-29 21:57:10.272,4.12"
"2026-05-29 21:57:10.472,4.87"
"2026-05-29 21:57:10.673,4.97"
"2026-05-29 21:57:10.873,5.17"
"2026-05-29 21:57:11.073,5.27"
"2026-05-29 21:57:11.274,5.33"
"2026-05-29 21:57:11.474,5.21"
"2026-05-29 21:57:11.675,5.23"
"2026-05-29 21:57:11.875,5.24"
"2026-05-29 21:57:12.076,5.19"
"2026-05-29 21:57:12.276,5.18"
"2026-05-29 21:57:12.476,5.14"
"2026-05-29 21:57:12.677,5.07"
"2026-05-29 21:57:12.877,4.95"
"2026-05-29 21:57:13.078,4.92"
"2026-05-29 21:57:13.279,3.58"
"2026-05-29 21:57:13.479,4.34"
"2026-05-29 21:57:13.679,4.17"
"2026-05-29 21:57:13.879,4.45"
"2026-05-29 21:57:14.080,4.72"
"2026-05-29 21:57:14.280,4.45"
"2026-05-29 21:57:14.481,4.49"
"2026-05-29 21:57:14.682,4.48"
"2026-05-29 21:57:14.882,4.4"
"2026-05-29 21:57:15.083,4.35"
"2026-05-29 21:57:15.283,4.53"
"2026-05-29 21:57:15.483,4.41"
"2026-05-29 21:57:15.684,3.22"
"2026-05-29 21:57:15.884,3.41"
"2026-05-29 21:57:16.085,4.48"
"2026-05-29 21:57:16.285,4.73"
"2026-05-29 21:57:16.486,4.08"
"2026-05-29 21:57:16.686,4.6"
"2026-05-29 21:57:16.886,4.96"
"2026-05-29 21:57:17.087,4.84"
"2026-05-29 21:57:17.287,4.36"
"2026-05-29 21:57:17.488,4.69"
"2026-05-29 21:57:17.688,8.04"
"2026-05-29 21:57:17.889,5.14"
"2026-05-29 21:57:18.089,2.09"
"2026-05-29 21:57:18.290,4.57"
"2026-05-29 21:57:18.490,4.94"
"2026-05-29 21:57:18.690,4.13"
"2026-05-29 21:57:18.891,4.68"
"2026-05-29 21:57:19.091,3.01"
"2026-05-29 21:57:19.292,4.67"
"2026-05-29 21:57:19.492,4.07"
"2026-05-29 21:57:19.693,4.68"
"2026-05-29 21:57:19.893,4.23"
"2026-05-29 21:57:20.093,4.14"
"2026-05-29 21:57:20.294,3.9"
"2026-05-29 21:57:20.494,4.12"
"2026-05-29 21:57:20.695,3.79"
"2026-05-29 21:57:20.895,3.63"
"2026-05-29 21:57:21.096,4.15"
"2026-05-29 21:57:21.296,3.91"
"2026-05-29 21:57:21.497,4.05"
"2026-05-29 21:57:21.697,4.19"
"2026-05-29 21:57:21.897,4.02"
"2026-05-29 21:57:22.099,3.97"
"2026-05-29 21:57:22.298,4.11"
"2026-05-29 21:57:22.499,4.38"
"2026-05-29 21:57:22.699,4.3"
"2026-05-29 21:57:22.900,4.53"
"2026-05-29 21:57:23.100,4.39"
"2026-05-29 21:57:23.301,4.54"
"2026-05-29 21:57:23.501,4.75"
"2026-05-29 21:57:23.701,4.77"
"2026-05-29 21:57:23.902,4.32"
"2026-05-29 21:57:24.102,3.12"
"2026-05-29 21:57:24.303,3.93"
"2026-05-29 21:57:24.503,4.23"
"2026-05-29 21:57:24.704,4.29"
"2026-05-29 21:57:24.904,4.14"
"2026-05-29 21:57:25.105,4.0"
"2026-05-29 21:57:25.305,3.87"
"2026-05-29 21:57:25.506,3.83"
"2026-05-29 21:57:25.706,3.79"
"2026-05-29 21:57:25.906,3.66"
"2026-05-29 21:57:26.107,3.6"
"2026-05-29 21:57:26.307,3.55"
"2026-05-29 21:57:26.507,3.61"
"2026-05-29 21:57:26.708,3.43"
"2026-05-29 21:57:26.909,3.46"
"2026-05-29 21:57:27.109,3.41"
"2026-05-29 21:57:27.310,4.22"
"2026-05-29 21:57:27.510,4.55"
"2026-05-29 21:57:27.710,3.94"
"2026-05-29 21:57:27.911,4.28"
"2026-05-29 21:57:28.111,4.55"
"2026-05-29 21:57:28.312,3.97"
"2026-05-29 21:57:28.512,3.81"
"2026-05-29 21:57:28.713,4.2"
"2026-05-29 21:57:28.913,4.26"
"2026-05-29 21:57:29.113,4.41"
"2026-05-29 21:57:29.314,4.73"
"2026-05-29 21:57:29.514,2.66"
"2026-05-29 21:57:29.715,4.83"
"2026-05-29 21:57:29.915,4.97"
"2026-05-29 21:57:30.116,4.3"
"2026-05-29 21:57:30.316,1.95"
"2026-05-29 21:57:30.517,4.27"
"2026-05-29 21:57:30.717,2.61"
"2026-05-29 21:57:30.918,3.16"
"2026-05-29 21:57:31.118,4.42"
"2026-05-29 21:57:31.318,4.06"
"2026-05-29 21:57:31.519,4.48"
"2026-05-29 21:57:31.719,4.46"
"2026-05-29 21:57:31.919,4.39"
"2026-05-29 21:57:32.120,4.38"
"2026-05-29 21:57:32.320,4.31"
"2026-05-29 21:57:32.521,4.21"
"2026-05-29 21:57:32.722,3.95"
"2026-05-29 21:57:32.922,3.88"
"2026-05-29 21:57:33.122,3.43"
"2026-05-29 21:57:33.323,3.4"
"2026-05-29 21:57:33.523,3.63"
"2026-05-29 21:57:33.724,3.54"
"2026-05-29 21:57:33.924,3.68"
"2026-05-29 21:57:34.125,2.91"
"2026-05-29 21:57:34.325,4.26"
"2026-05-29 21:57:34.526,4.13"
"2026-05-29 21:57:34.726,3.21"
"2026-05-29 21:57:34.927,4.27"
"2026-05-29 21:57:35.127,4.29"
"2026-05-29 21:57:35.327,3.85"
"2026-05-29 21:57:35.528,4.1"
"2026-05-29 21:57:35.728,4.26"
"2026-05-29 21:57:35.929,4.53"
"2026-05-29 21:57:36.129,4.61"
